City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country
341,Port Blair,11.6667,92.75,mist,84.24,79,75,12.66,IN
342,Nipawin,53.3668,-104.0009,moderate rain,48.24,100,100,10.36,CA
343,Nanortalik,60.1432,-45.2371,overcast clouds,39.54,76,100,5.46,GL
344,Kavieng,-2.5744,150.7967,broken clouds,85.12,68,54,18.12,PG
345,Pucallpa,-8.3791,-74.5539,few clouds,86.04,58,20,6.91,PE
346,Wad Rawah,15.1603,33.1397,scattered clouds,89.62,8,43,16.02,SD
347,Muros,42.7762,-9.0603,overcast clouds,59.85,77,88,5.23,ES
348,Bachaquero,9.9694,-71.1494,broken clouds,80.87,78,81,1.61,VE
349,Moba,33.2288,105.0179,broken clouds,56.21,93,75,2.08,CN
350,Yarmouth,41.7057,-70.2286,few clouds,48.34,82,20,23.02,US
351,Marquette,46.5333,-87.6335,few clouds,65.64,36,20,7.67,US
352,Kushima,31.4583,131.2333,overcast clouds,69.91,77,91,4.41,JP
353,Arawa,-6.2132,155.5367,scattered clouds,85.41,69,32,4.34,PG
354,Rongcheng,30.634,117.8517,overcast clouds,66.34,90,100,4.12,CN
355,Kasongo,-4.45,26.6667,overcast clouds,70.48,93,98,0.22,CD
356,Bathsheba,13.2167,-59.5167,few clouds,81.21,78,20,11.5,BB
357,Terme,41.2092,36.9739,overcast clouds,49.93,89,100,9.1,TR
358,Nicoya,10.1483,-85.452,broken clouds,83.03,74,64,2.89,CR
359,Umea,63.8284,20.2597,clear sky,37.33,60,0,13.8,SE
360,Rawson,-43.3002,-65.1023,scattered clouds,70.7,38,40,7.67,AR
361,Rocha,-34.4833,-54.3333,broken clouds,57.97,89,80,3.29,UY
362,Muisne,0.6,-80.0333,scattered clouds,78.58,85,50,8.77,EC
363,Grindavik,63.8424,-22.4338,light intensity drizzle rain,45.07,93,75,18.41,IS
364,Kampong Thum,12.7111,104.8887,overcast clouds,76.89,90,100,3.91,KH
365,Damietta,31.4165,31.8133,scattered clouds,67.89,60,33,3.62,EG
366,Alice Springs,-23.7,133.8833,clear sky,42.35,65,0,0.0,AU
367,Soligalich,59.0778,42.2864,broken clouds,46.54,80,54,9.91,RU
368,Charlottesville,38.0293,-78.4767,haze,52.61,90,100,17.27,US
369,San Bartolome De Tirajana,27.9248,-15.5733,few clouds,58.32,80,20,25.32,ES
370,Le Port,-20.9373,55.2919,few clouds,73.4,72,12,9.1,RE
371,Tilichiki,60.4667,166.1,light snow,31.23,99,100,2.55,RU
372,Kavaratti,10.5669,72.642,scattered clouds,84.15,72,39,12.44,IN
373,Baturaja,-4.1333,104.1667,overcast clouds,74.05,99,100,3.24,ID
374,Frederikshavn,57.4407,10.5366,scattered clouds,45.27,76,33,4.38,DK
375,Asadabad,34.7824,48.1185,clear sky,55.35,60,4,3.4,IR
376,Bud,39.447,-86.1758,broken clouds,67.19,50,52,12.91,US
377,La Ronge,55.1001,-105.2842,broken clouds,59.25,41,75,11.5,CA
378,Timberlake,37.3207,-79.2575,overcast clouds,53.62,89,100,13.8,US
379,Raudeberg,61.9875,5.1352,overcast clouds,41.67,90,93,9.6,NO
380,Pitimbu,-7.4706,-34.8086,overcast clouds,77.59,81,97,7.78,BR
381,Bowmore,34.9421,-79.3031,broken clouds,67.62,88,84,15.88,US
382,Hamilton,39.1834,-84.5333,overcast clouds,61.74,72,100,12.66,US
383,Baykit,61.67,96.37,overcast clouds,30.78,85,100,12.24,RU
384,Vostok,46.4856,135.8833,overcast clouds,36.28,77,100,6.58,RU
385,Gat,31.61,34.7642,scattered clouds,63.39,70,47,4.38,IL
386,Polunochnoye,60.8697,60.4153,scattered clouds,38.61,86,38,5.32,RU
387,Archidona,37.0965,-4.3887,few clouds,60.42,75,18,3.11,ES
388,Nagarote,12.2659,-86.5647,scattered clouds,92.88,67,34,9.4,NI
389,Mampong,7.0627,-1.4001,broken clouds,73.38,86,77,3.2,GH
390,Mitu,1.1983,-70.1733,overcast clouds,73.38,90,92,2.35,CO
391,Miracatu,-24.2814,-47.4597,overcast clouds,63.72,82,98,1.66,BR
392,Narathiwat,6.3333,101.75,light rain,80.11,96,100,3.47,TH
393,Getulio Vargas,-32.6796,-53.5494,clear sky,57.83,81,3,3.74,UY
394,Cabedelo,-6.9811,-34.8339,overcast clouds,77.67,82,97,9.01,BR
395,Ayan,56.45,138.1667,clear sky,39.04,75,3,8.48,RU
396,Adrar,20.5022,-10.0711,broken clouds,92.68,13,78,6.82,MR
397,Kulhudhuffushi,6.6221,73.07,overcast clouds,84.43,75,97,11.97,MV
398,Natal,-5.795,-35.2094,broken clouds,79.02,94,75,3.44,BR
399,Pingzhuang,42.0372,119.2889,overcast clouds,47.1,50,100,9.31,CN
400,Usta Muhammad,28.1794,68.0445,clear sky,90.16,26,0,6.29,PK
401,Karasburg,-28.0167,18.75,clear sky,44.55,75,0,6.46,NA
402,Saint-Augustin,51.226,-58.6502,overcast clouds,37.06,58,86,8.23,CA
403,Warrnambool,-38.3833,142.4833,broken clouds,54.81,76,53,9.91,AU
404,Imeni Poliny Osipenko,52.4201,136.4853,few clouds,40.46,70,14,8.16,RU
405,Lincoln,40.8,-96.667,clear sky,75.29,52,0,24.16,US
406,Khor,47.8861,134.9464,light rain,41.09,85,100,9.78,RU
407,Mayen,50.3333,7.2167,overcast clouds,56.21,93,95,3.91,DE
408,Carballo,43.213,-8.691,overcast clouds,62.02,65,88,2.55,ES
409,Eydhafushi,5.1033,73.0708,overcast clouds,84.87,71,96,12.21,MV
410,Codrington,-38.2667,141.9667,overcast clouds,55.02,77,87,8.32,AU
411,Hay River,60.8156,-115.7999,light rain,33.78,100,100,14.97,CA
412,Esperance,-33.8667,121.9,overcast clouds,51.64,48,98,17.31,AU
413,Teya,60.3778,92.6267,snow,25.54,90,100,13.87,RU
414,Praia Da Vitoria,38.7333,-27.0667,scattered clouds,61.75,88,40,1.45,PT
415,Pouembout,-21.1333,164.9,overcast clouds,77.94,56,99,9.62,NC
416,Maceio,-9.6658,-35.7353,broken clouds,74.64,88,75,11.5,BR
417,Grand Gaube,-20.0064,57.6608,clear sky,76.37,73,7,5.99,MU
418,Beidao,34.5686,105.8933,broken clouds,62.29,78,70,2.26,CN
419,Half Moon Bay,37.4636,-122.4286,haze,68.79,66,0,26.46,US
420,Dawson Creek,55.7666,-120.2362,broken clouds,40.64,75,75,18.41,CA
421,Ossora,59.2353,163.0719,scattered clouds,36.39,71,43,19.86,RU
422,La Palma,33.8464,-118.0467,clear sky,84.92,66,0,13.8,US
423,Pont-Saint-Esprit,44.2549,4.6474,few clouds,66.13,59,17,9.8,FR
424,Chernyshevskiy,63.0128,112.4714,overcast clouds,35.89,94,93,14.09,RU
425,North Battleford,52.7834,-108.2847,few clouds,60.89,29,20,13.8,CA
426,Inirida,3.8653,-67.9239,overcast clouds,73.74,97,91,2.51,CO
427,Shelburne,44.0787,-80.2041,clear sky,59.79,35,6,6.69,CA
428,Guerrero Negro,27.9769,-114.0611,few clouds,67.3,66,16,18.86,MX
429,Necochea,-38.5473,-58.7368,scattered clouds,60.78,74,39,10.13,AR
430,Galveston,29.3669,-94.9669,overcast clouds,89.71,81,100,14.97,US
431,Rubtsovsk,51.5,81.25,clear sky,36.21,43,1,5.79,RU
432,Kokoda,-8.8785,147.7407,overcast clouds,82.9,73,91,4.25,PG
433,North Platte,41.1239,-100.7654,clear sky,83.12,43,0,21.99,US
434,Marawi,7.9986,124.2928,overcast clouds,73.78,87,96,1.83,PH
435,Palana,59.1167,159.9667,light snow,28.96,92,100,39.17,RU
436,Shubarkuduk,49.1447,56.4872,light rain,45.99,52,100,20.22,KZ
437,Taybad,34.74,60.7756,few clouds,76.75,35,12,5.88,IR
438,Dmitriyevka,54.75,55.3333,clear sky,38.75,61,5,5.41,RU
439,Leh,34.1667,77.5833,overcast clouds,45.73,50,96,4.85,IN
440,Tiverton,50.9,-3.4833,clear sky,54.52,87,0,4.61,GB
441,Gwanda,-20.9333,29.0,broken clouds,65.23,51,60,5.95,ZW
442,Wanning,18.8003,110.3967,overcast clouds,76.78,88,100,4.32,CN
443,Iracoubo,5.4802,-53.2011,overcast clouds,77.56,87,88,9.19,GF
444,Mana,5.6592,-53.7767,broken clouds,77.56,88,81,8.3,GF
445,Sorland,67.667,12.6934,overcast clouds,33.66,61,87,23.06,NO
446,Colombo,6.9319,79.8478,overcast clouds,84.15,83,100,8.7,LK
447,Paamiut,61.994,-49.6678,broken clouds,32.13,89,66,14.18,GL
448,Jizan,17.3333,42.6667,broken clouds,85.14,60,61,6.35,SA
449,Havre-Saint-Pierre,50.2334,-63.5986,clear sky,39.56,65,0,14.97,CA
450,Manokwari,-0.8667,134.0833,scattered clouds,82.87,75,31,7.52,ID
451,La Colmena,-25.8833,-56.8167,broken clouds,58.66,81,57,3.2,PY
452,Sinnamary,5.3833,-52.95,broken clouds,77.77,87,60,9.06,GF
453,Atambua,-9.1061,124.8925,scattered clouds,75.49,84,36,6.38,ID
454,Wasilla,61.5814,-149.4394,clear sky,56.75,47,0,6.91,US
455,Marsa Matruh,31.3525,27.2453,clear sky,66.4,77,0,10.36,EG
456,Haines Junction,60.7522,-137.5108,overcast clouds,37.35,87,99,2.3,CA
457,Suntar,62.1444,117.6319,light rain,41.58,90,100,11.5,RU
458,Meadow Lake,34.8014,-106.5436,scattered clouds,91.35,6,30,26.15,US
459,Narsaq,60.9167,-46.05,overcast clouds,50.22,63,100,7.78,GL
460,Qaqortoq,60.7167,-46.0333,overcast clouds,42.35,63,100,6.04,GL
461,Lata,40.1629,-8.3327,overcast clouds,62.08,64,100,1.45,PT
462,Port-Gentil,-0.7193,8.7815,scattered clouds,78.76,94,40,6.91,GA
463,Mahon,39.8885,4.2658,clear sky,59.56,72,0,2.3,ES
464,Grenville,12.1167,-61.6167,overcast clouds,82.45,79,97,12.59,GD
465,Waddan,29.1614,16.139,clear sky,67.66,39,7,13.76,LY
466,Dunedin,-45.8742,170.5036,light rain,57.79,80,100,5.99,NZ
467,Dourbali,11.8091,15.8632,overcast clouds,94.91,27,99,6.02,TD
468,Kandrian,-6.2167,149.55,few clouds,83.79,76,16,4.72,PG
469,Shubarshi,48.5872,57.1869,light rain,48.04,46,100,20.94,KZ
470,Hami,42.8,93.45,broken clouds,68.02,28,55,11.12,CN
471,Salalah,17.0151,54.0924,scattered clouds,82.49,83,40,4.61,OM
472,Dalbandin,28.8947,64.4101,clear sky,84.85,12,0,5.17,PK
473,Manzanillo,20.3433,-77.1167,clear sky,84.63,60,8,8.46,CU
474,Ulaangom,49.9811,92.0667,scattered clouds,56.48,35,40,4.16,MN
475,Viransehir,37.2353,39.7631,overcast clouds,55.33,73,85,5.55,TR
476,Axim,4.8699,-2.2405,overcast clouds,81.32,81,90,6.82,GH
477,San Quintin,30.4833,-115.95,clear sky,64.72,73,8,15.08,MX
478,Naro Moru,-0.1676,37.0213,broken clouds,56.17,97,74,7.74,KE
479,Bubaque,11.2833,-15.8333,clear sky,77.31,73,2,17.54,GW
480,Roebourne,-20.7833,117.1333,broken clouds,75.34,53,58,12.12,AU
481,Gornopravdinsk,60.05,69.9,overcast clouds,36.12,99,100,3.71,RU
482,Mukhen,48.1,136.1,light rain,42.28,83,100,9.04,RU
483,Cherskiy,68.75,161.3,overcast clouds,30.67,97,100,7.65,RU
484,Vanavara,60.34,102.2797,overcast clouds,30.78,69,91,15.66,RU
485,Bilibino,68.0546,166.4372,overcast clouds,30.76,84,100,2.57,RU
486,Jinji,23.2281,110.8261,overcast clouds,73.33,94,97,1.1,CN
487,Khuzhir,53.1939,107.3397,clear sky,39.63,79,5,5.75,RU
488,Walvis Bay,-22.9575,14.5053,clear sky,54.09,82,0,2.3,NA
489,Xifeng,42.7372,124.7222,overcast clouds,53.02,25,100,6.46,CN
490,Ubinskoye,55.3068,79.6802,scattered clouds,31.37,47,33,6.33,RU
491,Estrela,-28.0611,-50.9383,clear sky,49.51,90,1,2.44,BR
492,Carinhanha,-14.3047,-43.765,overcast clouds,83.12,43,88,6.98,BR
493,Khani,41.9563,42.9566,overcast clouds,44.17,100,100,2.98,GE
494,Galle,6.0367,80.217,overcast clouds,82.06,85,100,12.01,LK
495,Yerbogachen,61.2767,108.0108,scattered clouds,32.74,84,48,18.57,RU
496,Bulgan,48.8125,103.5347,scattered clouds,48.07,59,27,3.71,MN
497,North Bend,43.4065,-124.2243,scattered clouds,56.25,81,40,14.97,US
498,Winnemucca,40.973,-117.7357,broken clouds,60.85,20,75,25.32,US
499,Cap Malheureux,-19.9842,57.6142,clear sky,76.46,73,5,5.99,MU
500,Corralillo,22.9819,-80.5856,overcast clouds,80.83,72,97,3.8,CU
501,Alappuzha,9.49,76.3264,broken clouds,82.63,84,64,8.84,IN
502,Tahta,26.7693,31.5021,few clouds,75.27,15,24,6.69,EG
503,Mesyagutovo,55.5303,58.2528,clear sky,40.95,71,6,4.81,RU
504,College,64.8569,-147.8028,broken clouds,55.0,60,75,9.22,US
505,Savelugu,9.6244,-0.8253,overcast clouds,81.73,58,94,5.53,GH
506,Avera,33.194,-82.5271,broken clouds,71.65,50,72,14.41,US
507,Sehithwa,-20.4667,22.7167,clear sky,64.87,30,3,6.15,BW
508,Las Cruces,32.3123,-106.7783,clear sky,95.38,5,0,24.16,US
509,Nisia Floresta,-6.0911,-35.2086,light rain,79.18,91,100,5.08,BR
510,Dubti,11.7361,41.0853,few clouds,88.95,46,15,14.74,ET
511,Mabay,6.0577,124.4666,overcast clouds,81.82,80,99,2.51,PH
512,Middletown,39.5151,-84.3983,overcast clouds,61.12,71,100,11.5,US
513,Valcourt,45.5001,-72.3158,clear sky,57.76,53,1,10.0,CA
514,Nurota,40.5614,65.6886,clear sky,75.9,34,0,8.21,UZ
515,Cortes,41.9395,-1.4396,clear sky,62.65,66,2,18.9,ES
516,Broken Hill,-31.95,141.4333,clear sky,44.31,87,0,0.0,AU
517,Buin,-33.7333,-70.75,clear sky,73.72,45,2,2.66,CL
518,Maumere,-8.6199,122.2111,few clouds,81.73,77,23,4.25,ID
519,Radishchevo,52.85,47.8833,clear sky,43.03,60,2,3.18,RU
520,Chesterton,41.6106,-87.0642,clear sky,63.03,47,0,12.66,US
521,Baringo,0.4667,35.9667,overcast clouds,74.61,63,90,2.44,KE
522,Maragogi,-9.0122,-35.2225,broken clouds,77.02,83,63,6.51,BR
523,Seryshevo,51.0933,128.3786,clear sky,46.67,30,0,7.65,RU
524,Ati,13.2154,18.3353,broken clouds,91.24,27,68,6.85,TD
525,Changde,29.0464,111.6783,overcast clouds,68.4,76,93,6.8,CN
526,Oksfjord,70.2396,22.3479,snow,34.0,98,100,24.7,NO
527,Hindupur,13.8289,77.4933,broken clouds,80.6,59,67,7.18,IN
528,Palmas,-10.2128,-48.3603,few clouds,82.27,83,20,4.61,BR
529,Kailua,21.4022,-157.7394,light rain,80.58,69,100,12.66,US
530,Ixtapa,20.7,-105.2,few clouds,87.15,45,21,6.71,MX
531,Asau,46.4333,26.4,broken clouds,49.12,79,64,2.77,RO
532,Naze,28.3667,129.4833,overcast clouds,70.72,80,100,7.74,JP
533,Prieska,-29.6641,22.7474,clear sky,54.28,61,1,5.73,ZA
534,Verkh-Chebula,56.0308,87.6218,broken clouds,31.21,54,75,12.28,RU
535,Tukrah,32.5341,20.5791,clear sky,62.53,92,0,7.63,LY
536,Satipo,-11.2522,-74.6386,scattered clouds,74.55,80,25,0.87,PE
537,Hobyo,5.3505,48.5268,scattered clouds,82.85,77,26,22.57,SO
538,Port Augusta,-32.5,137.7667,clear sky,55.92,55,0,3.18,AU
539,Koygorodok,60.445,50.9968,broken clouds,44.83,76,56,7.94,RU
540,Aswan,24.0934,32.907,clear sky,79.9,11,0,5.75,EG
541,Riyadh,24.6877,46.7219,clear sky,75.34,24,0,14.97,SA
542,Okhotsk,59.3833,143.3,clear sky,37.71,62,5,14.74,RU
543,Jerantut,3.936,102.3626,overcast clouds,74.48,98,100,0.83,MY
544,Qandala,11.472,49.8728,clear sky,86.16,61,4,2.48,SO
545,Sinjai,-5.1241,120.253,light rain,77.4,93,85,3.69,ID
546,Tres Arroyos,-38.3739,-60.2798,scattered clouds,62.98,66,47,13.15,AR
547,Awbari,26.5921,12.7805,clear sky,72.5,16,0,6.98,LY
548,Miyang,24.4042,103.4428,few clouds,61.11,95,22,1.77,CN
549,Mount Pleasant,32.7941,-79.8626,overcast clouds,75.99,50,100,13.8,US
550,Sur,22.5667,59.5289,clear sky,84.06,58,0,9.28,OM
551,Carutapera,-1.195,-46.02,overcast clouds,75.76,93,99,3.67,BR
552,Torata,-17.0769,-70.8433,scattered clouds,58.14,61,34,2.8,PE
553,Strezhevoy,60.7333,77.5889,scattered clouds,18.9,91,27,4.47,RU
554,Itaituba,-4.2761,-55.9836,broken clouds,75.11,96,78,0.51,BR
555,Pombas,17.1503,-25.0201,broken clouds,69.58,78,67,16.02,CV
556,Noyabrsk,63.1994,75.4507,scattered clouds,12.2,94,43,7.27,RU
557,Kyabram,-36.3167,145.05,scattered clouds,46.87,81,33,5.59,AU
558,Verkhoyansk,67.5447,133.385,overcast clouds,21.29,73,94,3.78,RU
559,Azare,11.6765,10.1948,overcast clouds,90.16,35,98,16.17,NG
560,Vulcan,45.3833,23.2667,overcast clouds,43.9,74,93,2.46,RO
561,Mumford,5.2618,-0.759,broken clouds,81.16,80,73,6.98,GH
562,Acarau,-2.8856,-40.12,broken clouds,78.78,86,68,10.02,BR
563,Sechenovo,55.2244,45.8906,broken clouds,45.07,62,70,7.18,RU
564,Constitucion,-35.3333,-72.4167,clear sky,53.89,80,3,10.85,CL
565,Ulkan,57.243,107.3223,overcast clouds,44.44,67,100,10.92,RU
566,Skagen,57.7209,10.5839,scattered clouds,49.66,69,42,2.77,DK
567,Ilesha,7.1371,5.2583,broken clouds,73.56,96,80,2.04,NG
568,Kruisfontein,-34.0033,24.7314,overcast clouds,54.88,79,97,5.06,ZA
569,Yining,29.0361,114.5636,overcast clouds,67.8,93,100,1.05,CN
570,Miandrivazo,-19.5167,45.4667,broken clouds,75.67,81,55,2.33,MG
571,Malinovoye Ozero,51.6753,79.7825,clear sky,36.86,40,2,4.94,RU
572,Bonavista,48.6499,-53.1147,scattered clouds,35.64,71,46,19.35,CA
573,Nikolayevskaya,47.6139,41.5023,overcast clouds,44.51,54,88,9.26,RU
574,Praia,14.9215,-23.5087,scattered clouds,72.14,73,40,19.57,CV
575,Togur,58.3631,82.8265,overcast clouds,25.16,74,100,12.62,RU
576,Pangai,-19.8,-174.35,light rain,75.24,79,95,7.96,TO
577,Umtata,-31.5889,28.7844,light rain,56.82,95,99,4.81,ZA
578,Bossier City,32.516,-93.7321,clear sky,87.98,58,0,8.05,US
579,Benguela,-12.5763,13.4055,overcast clouds,75.83,79,100,3.74,AO
580,Katesh,-4.5167,35.3833,few clouds,54.66,91,24,5.01,TZ
581,Byron Bay,-28.65,153.6167,overcast clouds,64.29,89,100,13.76,AU
582,Pontal Do Parana,-25.6533,-48.5128,broken clouds,62.87,80,52,3.13,BR
583,Calvinia,-31.4707,19.776,clear sky,44.78,83,6,5.1,ZA
584,Isangel,-19.55,169.2667,clear sky,78.3,57,6,18.07,VU
585,Srivardhan,18.0333,73.0167,clear sky,80.17,82,6,7.85,IN
586,Bejar,40.3864,-5.7634,scattered clouds,57.58,57,41,6.26,ES
587,Sao Miguel Do Araguaia,-13.275,-50.1628,scattered clouds,76.28,66,42,2.21,BR
588,Namatanai,-3.6667,152.4333,light rain,83.41,74,48,9.89,PG
589,Karuzi,-3.125,30.1333,broken clouds,57.94,94,64,2.39,BI
590,Odienne,9.51,-7.5692,overcast clouds,74.19,83,92,2.95,CI
591,Inhambane,-23.865,35.3833,clear sky,70.65,82,0,5.84,MZ
592,Manakara,-22.1333,48.0167,scattered clouds,71.8,95,27,6.51,MG
593,Birin,26.8865,88.0718,overcast clouds,60.58,78,89,4.88,NP
594,Tuy Hoa,13.0833,109.3,overcast clouds,77.31,90,98,2.89,VN
595,Berlin,52.5244,13.4105,clear sky,57.22,81,0,8.05,DE
596,Azangaro,-14.9167,-70.2167,broken clouds,48.81,49,57,4.43,PE
597,Whakatane,-37.9585,176.9854,overcast clouds,63.64,80,85,3.0,NZ
598,Charters Towers,-20.1,146.2667,light rain,70.2,85,100,12.91,AU
599,Bereda,43.2686,-7.5406,overcast clouds,53.58,97,99,2.91,ES
600,Loiza,18.4313,-65.8802,few clouds,82.4,76,20,12.66,PR
601,Kajaani,64.2273,27.7285,clear sky,33.85,75,0,5.75,FI
602,Qui Nhon,13.7667,109.2333,overcast clouds,77.07,90,96,4.05,VN
603,Beatrice,40.2681,-96.747,clear sky,75.29,50,0,14.97,US
604,Ojinaga,29.5667,-104.4167,clear sky,103.15,11,0,16.11,MX
605,Annau,37.8876,58.516,overcast clouds,71.1,64,100,11.5,TM
606,Zhanaozen,43.3,52.8,light rain,64.22,80,90,3.47,KZ
607,Tautira,-17.7333,-149.15,clear sky,80.69,76,6,0.81,PF
608,Kosh-Agach,50.0,88.6667,scattered clouds,42.62,74,43,6.06,RU
609,Quang Ngai,15.1167,108.8,overcast clouds,75.52,88,89,3.91,VN
610,Utete,-7.986,38.758,few clouds,71.06,96,12,2.55,TZ
611,Arman,59.7,150.1667,overcast clouds,37.02,92,98,3.47,RU
612,Ternate,0.8,127.4,scattered clouds,82.6,78,49,3.13,ID
613,Ostrovnoy,68.0531,39.5131,light rain,36.21,97,100,14.43,RU
614,Menongue,-14.6585,17.691,overcast clouds,64.9,64,89,2.82,AO
615,Igarka,67.4667,86.5833,scattered clouds,12.4,89,39,22.06,RU
616,Nortelandia,-14.4547,-56.8028,clear sky,70.38,56,0,1.83,BR
617,Belaya Gora,68.5333,146.4167,overcast clouds,21.65,82,97,10.31,RU
618,Joshimath,30.5667,79.5667,clear sky,57.4,52,6,6.31,IN
619,Pochutla,15.7432,-96.4661,overcast clouds,88.83,51,89,6.33,MX
620,Bitung,1.4451,125.1824,scattered clouds,79.65,80,44,1.66,ID
621,Omboue,-1.5746,9.2618,overcast clouds,75.38,91,98,3.18,GA
622,Amberley,39.2048,-84.428,overcast clouds,60.55,73,100,12.66,US
623,Zeya,53.75,127.2667,clear sky,45.07,41,4,2.64,RU
624,Ponta Delgada,37.7333,-25.6667,broken clouds,66.51,88,75,3.44,PT
625,Terrell,32.736,-96.2753,few clouds,89.44,71,20,10.36,US
626,Durham,36.0335,-78.8664,overcast clouds,61.27,88,100,1.99,US
627,Skjervoy,70.0311,20.9714,snow,32.0,85,100,30.09,NO
628,Broome,42.2506,-75.833,clear sky,55.78,41,0,10.36,US
629,Serrinha,-11.6642,-39.0075,clear sky,70.16,81,6,7.72,BR
630,Sharjah,25.3573,55.4033,clear sky,91.38,32,0,4.61,AE
631,Pavino,59.1139,46.1414,broken clouds,44.04,75,58,7.96,RU
632,Mount Isa,-20.7333,139.5,clear sky,65.97,45,0,9.22,AU
633,Akureyri,65.6835,-18.0878,few clouds,39.13,70,20,6.91,IS
634,Malanje,-9.5402,16.341,scattered clouds,64.11,88,37,3.96,AO
635,Grand-Santi,4.25,-54.3833,overcast clouds,73.9,99,97,2.59,GF
636,Coahuayana,18.7333,-103.6833,overcast clouds,83.71,56,86,7.25,MX
637,Kebumen,-7.6687,109.6519,overcast clouds,77.0,90,100,3.15,ID
638,Fort Nelson,58.8053,-122.7002,light rain,40.59,75,100,14.97,CA
639,Port Hardy,50.6996,-127.4199,light intensity shower rain,48.2,81,75,3.44,CA
640,Flin Flon,54.7682,-101.865,overcast clouds,53.44,76,100,2.3,CA
641,Matamoros,25.5333,-103.25,clear sky,100.15,8,0,4.61,MX
642,Midland,31.9974,-102.0779,clear sky,103.8,6,0,26.46,US
643,Guhagar,17.4842,73.1929,clear sky,77.81,87,4,6.69,IN
644,Dergachi,51.2328,48.7659,overcast clouds,44.85,55,100,9.26,RU
645,Dabat,12.9842,37.765,overcast clouds,61.48,43,99,3.2,ET
646,Nyurba,63.2842,118.3319,light rain,38.64,81,100,10.31,RU
647,Fukue,32.6881,128.8419,overcast clouds,63.91,81,85,16.31,JP
648,Vauvert,43.7,4.2833,clear sky,66.36,58,0,6.91,FR
649,Ketchikan,55.3422,-131.6461,scattered clouds,52.27,46,40,10.36,US
650,Skala Fourkas,39.9998,23.3841,few clouds,56.53,66,15,6.08,GR
651,Maniitsoq,65.4167,-52.9,clear sky,28.98,77,6,11.79,GL
652,Uige,-7.6087,15.0613,overcast clouds,68.5,95,100,1.88,AO
653,Zyryanka,65.75,150.85,overcast clouds,31.28,85,100,11.68,RU
654,Samfya,-11.3649,29.5565,overcast clouds,67.75,67,96,6.15,ZM
655,Danielskuil,-28.1887,23.5395,few clouds,48.38,63,12,7.54,ZA
656,Newport,51.5877,-2.9984,overcast clouds,57.69,79,89,7.92,GB
657,Jumla,29.2747,82.1838,broken clouds,51.98,87,74,0.4,NP
658,Chapais,49.7834,-74.8492,clear sky,47.98,57,8,2.57,CA
659,Iqaluit,63.7506,-68.5145,overcast clouds,29.93,51,100,8.05,CA
660,Harer,9.3094,42.1258,clear sky,61.07,47,5,3.36,ET
661,San Vicente,-26.6167,-54.1333,broken clouds,55.44,87,84,2.42,AR
662,Cananea,30.95,-110.3,clear sky,81.5,7,0,21.16,MX
663,Ankazobe,-18.3167,47.1167,broken clouds,61.47,95,80,4.03,MG
664,Marzuq,14.4,46.4667,broken clouds,73.94,37,66,5.82,YE
665,Havoysund,70.9963,24.6622,overcast clouds,35.83,96,100,30.74,NO
666,Brooks,50.5834,-111.8851,overcast clouds,62.58,28,100,8.05,CA
667,Morant Bay,17.8815,-76.4093,clear sky,82.02,76,6,8.3,JM
668,Zhangjiakou,40.81,114.8794,overcast clouds,43.5,84,100,4.72,CN
669,Gushikawa,26.3544,127.8686,broken clouds,76.23,96,75,10.36,JP
670,Silopi,37.2497,42.4694,broken clouds,53.35,74,57,2.39,TR
