City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,San Luis,AR,2022-05-07 16:16:43,-33.295,-66.3356,74.89,27,1,15.68
297,Mersing,MY,2022-05-07 16:16:43,2.4312,103.8405,76.91,94,40,4.61
298,Sinjar,IQ,2022-05-07 16:16:44,36.3209,41.8754,62.74,49,64,6.55
299,Fairbanks,US,2022-05-07 16:16:44,64.8378,-147.7164,39.6,95,75,0.0
300,Valdivia,CL,2022-05-07 16:16:17,-39.8142,-73.2459,51.89,63,74,2.1
301,Mantua,IT,2022-05-07 16:16:45,45.1667,10.7833,67.24,76,100,7.0
302,Mokhsogollokh,RU,2022-05-07 16:16:45,61.4681,128.9203,33.08,99,100,2.57
303,Leon,MX,2022-05-07 16:16:46,21.1167,-101.6667,84.81,42,91,5.88
304,Oranjestad,AW,2022-05-07 16:16:46,12.524,-70.027,85.95,66,40,21.85
305,Aswan,EG,2022-05-07 16:16:47,24.0934,32.907,90.77,7,0,12.12
306,Uaua,BR,2022-05-07 16:16:47,-9.8414,-39.4817,90.91,25,11,15.48
307,Ban Bung,TH,2022-05-07 16:16:48,18.3081,100.7044,76.44,85,99,1.41
308,Rawson,AR,2022-05-07 16:16:50,-43.3002,-65.1023,73.58,25,51,13.71
309,Basco,PH,2022-05-07 16:16:51,20.4487,121.9702,82.18,81,94,13.91
310,Kamaishi,JP,2022-05-07 16:16:51,39.2667,141.8833,54.32,98,100,8.28
311,Pueblo Viejo,DO,2022-05-07 16:16:52,18.4,-70.7676,84.04,63,1,7.18
312,Nakhon Phanom,TH,2022-05-07 16:16:52,17.3333,104.4167,79.77,73,90,6.93
313,Tebingtinggi,ID,2022-05-07 16:16:53,3.3285,99.1625,77.4,84,100,2.33
314,Olafsvik,IS,2022-05-07 16:16:53,64.8945,-23.7142,43.65,82,100,18.5
315,Thyboron,DK,2022-05-07 16:16:54,56.6985,8.2124,53.19,72,58,28.36
316,Amberley,US,2022-05-07 16:16:54,39.2048,-84.428,56.53,84,100,18.41
317,Coihaique,CL,2022-05-07 16:16:55,-45.5752,-72.0662,59.61,77,75,4.61
318,Warka,PL,2022-05-07 16:16:55,51.7843,21.1909,68.65,65,97,3.69
319,Alice Springs,AU,2022-05-07 16:16:55,-23.7,133.8833,40.55,60,0,0.0
320,Tukrah,LY,2022-05-07 16:16:56,32.5341,20.5791,69.82,55,0,13.98
321,Seymchan,RU,2022-05-07 16:16:56,62.8833,152.4333,30.38,95,100,6.51
322,Trat,TH,2022-05-07 16:16:57,12.5,102.5,83.88,87,89,0.74
323,Ukiah,US,2022-05-07 16:15:02,39.1502,-123.2078,55.44,78,40,12.66
324,Manaure,CO,2022-05-07 16:16:57,11.7751,-72.4445,82.65,66,100,14.76
325,Bengkulu,ID,2022-05-07 16:16:58,-3.8004,102.2655,77.67,89,100,13.62
326,Muzhi,RU,2022-05-07 16:16:58,65.3667,64.6667,32.27,98,98,7.07
327,Beidao,CN,2022-05-07 16:16:59,34.5686,105.8933,64.65,70,18,6.08
328,Ixtapa,MX,2022-05-07 16:16:59,20.7,-105.2,76.23,73,75,5.75
329,Alta Floresta,BR,2022-05-07 16:17:00,-9.8756,-56.0861,94.82,49,20,8.05
330,Qandala,SO,2022-05-07 16:17:00,11.472,49.8728,87.39,55,5,4.23
331,Hasaki,JP,2022-05-07 16:17:01,35.7333,140.8333,61.29,88,100,3.96
332,Camacha,PT,2022-05-07 16:17:01,33.0833,-16.3333,63.82,68,40,11.5
333,Upernavik,GL,2022-05-07 16:17:01,72.7868,-56.1549,18.72,65,3,5.64
334,Inirida,CO,2022-05-07 16:17:02,3.8653,-67.9239,74.43,97,100,0.69
335,Merauke,ID,2022-05-07 16:17:02,-8.4667,140.3333,78.71,91,27,11.41
336,Ratangarh,IN,2022-05-07 16:17:03,28.0833,74.6,94.26,10,0,6.85
337,Tilichiki,RU,2022-05-07 16:17:03,60.4667,166.1,29.55,99,100,2.37
338,Los Llanos De Aridane,ES,2022-05-07 16:17:04,28.6585,-17.9182,69.55,77,20,13.8
339,Fauske,NO,2022-05-07 16:17:04,67.2588,15.3918,37.65,80,100,1.01
340,Nikolskoye,RU,2022-05-07 16:17:05,59.7035,30.7861,64.87,65,32,8.95
341,Westport,US,2022-05-07 16:13:24,41.1415,-73.3579,52.63,85,100,17.27
342,Lumby,CA,2022-05-07 16:15:17,50.2498,-118.969,49.57,92,96,2.3
343,Turinsk,RU,2022-05-07 16:17:06,58.0458,63.696,45.68,78,76,9.84
344,Lata,PT,2022-05-07 16:17:06,40.1629,-8.3327,82.49,38,100,8.84
345,Sri Aman,MY,2022-05-07 16:17:07,1.2376,111.4621,77.05,94,100,0.0
346,Oltenita,RO,2022-05-07 16:17:07,44.0833,26.6333,63.48,53,56,10.63
347,Myski,RU,2022-05-07 16:17:08,53.709,87.8014,41.97,54,100,5.68
348,Luwuk,ID,2022-05-07 16:17:08,-0.9516,122.7875,78.78,89,100,1.97
349,Tshane,BW,2022-05-07 16:17:09,-24.0196,21.8684,72.39,23,40,14.58
350,Eureka,US,2022-05-07 16:15:19,40.8021,-124.1637,53.74,73,84,5.99
351,Camopi,GF,2022-05-07 16:17:09,3.1655,-52.3158,80.13,90,94,2.98
352,Nuuk,GL,2022-05-07 16:17:10,64.1835,-51.7216,34.41,64,0,11.5
353,Castro,BR,2022-05-07 16:17:10,-24.7911,-50.0119,64.76,49,48,5.12
354,Asosa,ET,2022-05-07 16:17:11,10.0667,34.5333,72.41,62,88,2.75
355,Grindavik,IS,2022-05-07 16:17:11,63.8424,-22.4338,48.67,66,75,23.02
356,Ilinskiy,RU,2022-05-07 16:17:12,55.619,38.1182,62.98,27,0,6.71
357,Guerrero Negro,MX,2022-05-07 16:12:48,27.9769,-114.0611,63.05,73,21,13.4
358,Khandyga,RU,2022-05-07 16:17:12,62.6667,135.6,30.54,98,96,4.29
359,Pointe Michel,DM,2022-05-07 16:17:13,15.25,-61.3833,79.74,89,75,4.61
360,Loncoche,CL,2022-05-07 16:17:13,-39.3667,-72.6333,62.56,56,36,1.34
361,Kargat,RU,2022-05-07 16:17:14,55.1956,80.2811,37.9,33,67,9.71
362,Marsh Harbour,BS,2022-05-07 16:17:14,26.5412,-77.0636,80.96,70,9,19.89
363,Kishanpur,IN,2022-05-07 16:17:15,25.65,81.0167,94.51,16,0,6.89
364,Gerash,IR,2022-05-07 16:17:15,27.6652,54.1371,87.94,16,95,2.21
365,Libreville,GA,2022-05-07 16:17:16,0.3925,9.4537,81.27,79,99,7.74
366,Sorland,NO,2022-05-07 16:17:16,67.667,12.6934,38.08,59,100,26.91
367,Lixourion,GR,2022-05-07 16:17:17,38.2019,20.4314,68.0,77,40,0.0
368,Abonnema,NG,2022-05-07 16:17:17,4.7084,6.7931,86.29,65,100,11.61
369,Moranbah,AU,2022-05-07 16:17:18,-22.0016,148.0466,64.0,68,83,17.96
370,Doka,SD,2022-05-07 16:17:18,13.5167,35.7667,102.33,13,41,8.19
371,Mikhaylovka,RU,2022-05-07 16:17:18,50.06,43.2379,51.24,51,21,7.18
372,Igarka,RU,2022-05-07 16:17:19,67.4667,86.5833,13.01,79,100,24.72
373,Barranca,PE,2022-05-07 16:17:20,-10.75,-77.7667,69.13,76,47,9.93
374,Lovozero,RU,2022-05-07 16:17:20,68.005,35.0117,38.05,99,100,6.35
375,Cabras,IT,2022-05-07 16:17:20,39.93,8.5314,62.87,72,96,9.37
376,Sabha,LY,2022-05-07 16:17:21,27.0377,14.4283,89.51,14,56,9.13
377,Cabinda,AO,2022-05-07 16:17:22,-5.55,12.2,79.59,85,100,4.25
378,Loudi,CN,2022-05-07 16:17:22,27.7344,111.9944,70.83,93,100,1.23
379,Kungurtug,RU,2022-05-07 16:17:23,50.5994,97.5228,46.87,52,7,2.86
380,Shubarshi,KZ,2022-05-07 16:17:23,48.5872,57.1869,55.35,31,100,20.2
381,Nouadhibou,MR,2022-05-07 16:17:23,20.931,-17.0347,69.78,78,1,21.85
382,Kieta,PG,2022-05-07 16:17:24,-6.2167,155.6333,78.84,84,98,2.68
383,Cap-Haitien,HT,2022-05-07 16:17:24,19.7578,-72.2042,80.78,67,0,8.9
384,Lompoc,US,2022-05-07 16:16:55,34.6391,-120.4579,67.84,83,20,19.57
385,Boyolangu,ID,2022-05-07 16:17:25,-8.1181,111.8935,77.02,92,60,1.12
386,Shima,CN,2022-05-07 16:17:25,24.4478,117.8111,71.62,90,100,4.03
387,Pauini,BR,2022-05-07 16:17:26,-7.7136,-66.9764,88.21,50,63,4.83
388,Yurimaguas,PE,2022-05-07 16:17:26,-5.9,-76.0833,86.16,66,20,6.91
389,Port Lincoln,AU,2022-05-07 16:17:27,-34.7333,135.8667,56.23,79,10,2.26
390,Bela,IN,2022-05-07 16:17:27,25.9333,81.9833,92.57,21,1,7.78
391,Cuamba,MZ,2022-05-07 16:17:28,-14.8031,36.5372,75.02,60,89,0.85
392,Byron Bay,AU,2022-05-07 16:17:28,-28.65,153.6167,62.94,93,100,9.35
393,Brae,GB,2022-05-07 16:17:29,60.3964,-1.353,47.12,56,52,9.26
394,Issa,RU,2022-05-07 16:17:29,53.8705,44.8578,50.31,57,53,4.5
395,Diu,IN,2022-05-07 16:17:30,20.7141,70.9822,84.18,60,0,16.11
396,Kubinka,RU,2022-05-07 16:17:30,55.5839,36.69,62.6,63,92,9.53
397,Maragogi,BR,2022-05-07 16:17:30,-9.0122,-35.2225,80.69,78,36,9.93
398,Hofn,IS,2022-05-07 16:17:31,64.2539,-15.2082,44.01,69,72,16.69
399,Omboue,GA,2022-05-07 16:17:31,-1.5746,9.2618,78.58,84,100,1.86
400,Gimli,CA,2022-05-07 16:17:32,50.6336,-96.9907,46.42,87,60,16.11
401,Fort Nelson,CA,2022-05-07 16:17:32,58.8053,-122.7002,40.59,65,100,21.85
402,Asheboro,US,2022-05-07 16:15:40,35.7079,-79.8136,72.18,81,100,0.0
403,Sayansk,RU,2022-05-07 16:17:33,54.1088,102.1648,53.04,73,71,4.7
404,Kavieng,PG,2022-05-07 16:17:33,-2.5744,150.7967,82.47,80,54,16.08
405,Saint Anthony,US,2022-05-07 16:17:34,45.0205,-93.218,68.85,47,0,16.11
406,Broome,US,2022-05-07 16:17:34,42.2506,-75.833,54.68,38,0,11.5
407,Chapais,CA,2022-05-07 16:17:35,49.7834,-74.8492,40.78,47,21,5.39
408,Chiredzi,ZW,2022-05-07 16:17:35,-21.05,31.6667,73.71,41,0,2.3
409,Cap Malheureux,MU,2022-05-07 16:17:36,-19.9842,57.6142,78.48,71,7,7.0
410,Puri,IN,2022-05-07 16:17:36,19.8,85.85,82.92,82,6,11.77
411,Mao,ES,2022-05-07 16:17:36,39.8885,4.2658,70.36,46,0,17.27
412,Ak-Dovurak,RU,2022-05-07 16:17:37,51.1833,90.6,60.94,39,23,5.3
413,Ancud,CL,2022-05-07 16:17:37,-41.8697,-73.8203,55.85,83,100,15.77
414,Kruisfontein,ZA,2022-05-07 16:17:38,-34.0033,24.7314,56.88,86,100,8.16
415,Klaksvik,FO,2022-05-07 16:17:38,62.2266,-6.589,49.12,68,99,8.43
416,Polyarnyy,RU,2022-05-07 16:17:39,69.1989,33.4478,44.2,68,100,24.52
417,Saint George,US,2022-05-07 16:16:49,37.1041,-113.5841,81.43,17,0,5.99
418,Ontario,US,2022-05-07 16:15:18,34.0633,-117.6509,74.55,73,20,5.75
419,Kiranur,IN,2022-05-07 16:17:40,10.5699,78.7868,87.51,53,82,10.0
420,Plettenberg Bay,ZA,2022-05-07 16:17:40,-34.0527,23.3716,57.69,91,100,3.65
421,Valdepenas,ES,2022-05-07 16:17:40,38.7621,-3.3848,74.84,25,0,10.49
422,Yar-Sale,RU,2022-05-07 16:17:41,66.8333,70.8333,13.03,93,31,6.73
423,Bartica,GY,2022-05-07 16:17:41,6.4,-58.6167,82.72,98,100,0.56
424,Dingle,PH,2022-05-07 16:17:42,10.9995,122.6711,79.45,84,20,7.63
425,Portland,US,2022-05-07 16:17:42,45.5234,-122.6762,49.95,87,100,8.05
426,Grand Gaube,MU,2022-05-07 16:17:43,-20.0064,57.6608,78.39,71,9,7.0
427,Port Said,EG,2022-05-07 16:16:17,31.2565,32.2841,67.84,62,29,11.43
428,Colares,PT,2022-05-07 16:14:45,38.7992,-9.4469,84.45,44,0,5.75
429,Carauari,BR,2022-05-07 16:17:44,-4.8828,-66.8958,77.36,95,99,2.59
430,Praia,CV,2022-05-07 16:15:14,14.9215,-23.5087,82.94,51,20,18.41
431,Balkanabat,TM,2022-05-07 16:17:44,39.5108,54.3671,72.39,58,54,9.06
432,Kismayo,SO,2022-05-07 16:17:45,-0.3582,42.5454,81.07,82,99,13.29
433,Palauig,PH,2022-05-07 16:17:45,15.435,119.9045,83.08,70,25,4.18
434,Prince Albert,CA,2022-05-07 16:17:45,53.2001,-105.7677,55.35,58,75,2.3
435,Gambela,ET,2022-05-07 16:16:18,8.25,34.5833,84.6,55,84,5.01
436,Puerto Colombia,CO,2022-05-07 16:17:46,10.9878,-74.9547,86.09,69,70,0.54
437,Cochrane,CA,2022-05-07 16:17:47,51.1834,-114.4687,50.27,45,100,12.66
438,Macusani,PE,2022-05-07 16:17:47,-14.0833,-70.4333,49.51,36,4,8.66
439,Rundu,NA,2022-05-07 16:17:47,-17.9333,19.7667,75.09,27,3,4.65
440,Alice Town,BS,2022-05-07 16:17:48,25.7167,-79.3,81.88,70,13,15.21
441,Touros,BR,2022-05-07 16:17:48,-5.1989,-35.4608,81.34,81,91,13.8
442,Ludwigsfelde,DE,2022-05-07 16:17:49,52.3,13.2667,71.1,63,40,10.36
443,San Patricio,US,2022-05-07 16:17:49,28.017,-97.5169,88.07,49,8,11.5
444,Itaquyry,PY,2022-05-07 16:17:50,-24.9333,-55.2167,76.68,46,25,1.88
445,Yate,GB,2022-05-07 16:17:50,51.5407,-2.4184,67.98,49,3,3.0
446,Burnie,AU,2022-05-07 16:17:51,-41.0667,145.9167,52.95,71,61,10.36
447,Temyasovo,RU,2022-05-07 16:17:51,52.9933,58.1014,41.0,46,1,3.71
448,Tanete,ID,2022-05-07 16:17:52,-3.9443,119.7848,75.96,94,84,1.48
449,Dawson Creek,CA,2022-05-07 16:17:52,55.7666,-120.2362,37.04,87,100,18.41
450,Hamina,FI,2022-05-07 16:17:53,60.5697,27.1979,51.08,97,71,16.78
451,Oskemen,KZ,2022-05-07 16:17:53,49.9565,82.6119,40.96,81,75,13.42
452,Challapata,BO,2022-05-07 16:17:54,-18.9,-66.7667,56.71,27,2,4.97
453,Denpasar,ID,2022-05-07 16:17:54,-8.65,115.2167,82.06,94,40,8.05
454,La Joya,MX,2022-05-07 16:17:54,18.6667,-99.4667,87.31,31,84,3.4
455,Maniitsoq,GL,2022-05-07 16:17:55,65.4167,-52.9,31.59,65,29,9.15
456,Tepango,MX,2022-05-07 16:17:55,20.0,-97.8167,79.07,38,4,5.93
457,Mount Isa,AU,2022-05-07 16:17:56,-20.7333,139.5,60.57,39,0,9.22
458,Srednekolymsk,RU,2022-05-07 16:17:56,67.45,153.6833,21.58,97,98,7.96
459,Wewak,PG,2022-05-07 16:17:57,-3.5534,143.6268,80.53,87,95,8.3
460,Yingcheng,CN,2022-05-07 16:17:57,30.95,113.55,69.82,71,28,5.26
461,Francisco Sa,BR,2022-05-07 16:14:58,-16.4758,-43.4883,85.91,42,41,11.86
462,Villazon,BO,2022-05-07 16:17:58,-22.0866,-65.5942,58.57,35,41,12.1
463,Ulaangom,MN,2022-05-07 16:17:58,49.9811,92.0667,58.84,32,7,4.9
464,Meulaboh,ID,2022-05-07 16:17:59,4.1363,96.1285,76.78,89,100,3.76
465,Halifax,CA,2022-05-07 16:17:01,44.6453,-63.5724,52.68,38,53,7.0
466,Jiuquan,CN,2022-05-07 16:17:59,39.7432,98.5174,59.54,17,100,10.92
467,Pangkalanbuun,ID,2022-05-07 16:18:00,-2.6833,111.6167,75.7,97,99,0.6
468,Russell,US,2022-05-07 16:18:00,32.3502,-85.1999,74.8,51,0,12.66
469,Sovetskiy,RU,2022-05-07 16:18:01,61.3614,63.5842,40.03,93,100,7.27
470,Kidal,ML,2022-05-07 16:18:01,18.4411,1.4078,104.94,8,83,15.64
471,Mina,MX,2022-05-07 16:18:02,26.0011,-100.5299,90.07,38,0,3.78
472,Mporokoso,ZM,2022-05-07 16:18:02,-9.3727,30.125,67.35,75,94,4.07
473,Turtas,RU,2022-05-07 16:18:03,58.9417,69.1325,38.21,83,100,7.47
474,Eydhafushi,MV,2022-05-07 16:18:03,5.1033,73.0708,84.54,76,90,11.54
475,Udachnyy,RU,2022-05-07 16:18:04,66.4167,112.4,30.45,86,100,5.23
476,Severo-Yeniseyskiy,RU,2022-05-07 16:18:04,60.3725,93.0408,25.52,90,100,16.11
477,Whitehaven,GB,2022-05-07 16:18:05,54.549,-3.5841,55.65,85,68,1.66
478,Belyy Yar,RU,2022-05-07 16:18:05,53.6039,91.3903,46.29,49,0,17.9
479,Montrose,US,2022-05-07 16:18:06,38.4166,-108.2673,60.37,20,14,25.19
480,Tateyama,JP,2022-05-07 16:18:06,34.9833,139.8667,60.1,90,86,2.95
481,Develi,TR,2022-05-07 16:18:07,38.3906,35.4922,45.75,76,89,4.72
482,Waddan,LY,2022-05-07 16:18:07,29.1614,16.139,84.58,18,0,10.02
483,Half Moon Bay,US,2022-05-07 16:16:41,37.4636,-122.4286,61.11,78,40,24.16
484,Dudinka,RU,2022-05-07 16:18:08,69.4058,86.1778,11.62,94,21,14.12
485,Dalbandin,PK,2022-05-07 16:18:08,28.8947,64.4101,93.25,10,30,2.64
486,Moose Factory,CA,2022-05-07 16:18:09,51.2585,-80.6094,46.4,53,0,8.05
487,Nome,US,2022-05-07 16:18:09,64.5011,-165.4064,32.07,86,100,16.11
488,Tongliao,CN,2022-05-07 16:18:10,43.6125,122.2653,53.55,18,95,7.94
489,Yulara,AU,2022-05-07 16:18:10,-25.2406,130.9889,48.04,49,0,6.91
490,Mehamn,NO,2022-05-07 16:18:11,71.0357,27.8492,37.65,87,37,25.43
491,Imeni Poliny Osipenko,RU,2022-05-07 16:18:11,52.4201,136.4853,29.05,91,1,4.59
492,Rumphi,MW,2022-05-07 16:18:11,-11.0186,33.8575,65.25,86,20,4.05
493,Graciano Sanchez,MX,2022-05-07 16:18:12,23.9167,-99.2833,86.95,43,1,4.81
494,Isilkul,RU,2022-05-07 16:18:12,54.9109,71.2728,41.16,37,8,3.29
495,Lujan,AR,2022-05-07 16:18:13,-34.5703,-59.105,73.11,69,0,4.0
496,Odweyne,SO,2022-05-07 16:18:13,9.4092,45.064,87.8,28,62,10.98
497,Raga,SS,2022-05-07 16:18:14,8.4596,25.678,81.73,60,100,7.45
498,Savannah Bight,HN,2022-05-07 16:18:14,16.45,-85.85,81.41,81,80,12.88
499,Ahipara,NZ,2022-05-07 16:18:15,-35.1667,173.1667,56.35,83,73,3.83
500,San Rafael,AR,2022-05-07 16:14:09,-34.6177,-68.3301,75.72,23,1,15.37
501,Navalmoral De La Mata,ES,2022-05-07 16:18:15,39.8916,-5.5406,81.95,26,38,1.83
502,Bongalon,PH,2022-05-07 16:18:16,16.0002,120.159,81.63,75,19,4.68
503,Waingapu,ID,2022-05-07 16:18:16,-9.6567,120.2641,79.54,87,38,10.63
504,Assiniboia,CA,2022-05-07 16:18:17,49.6334,-105.9845,55.22,47,100,10.36
505,Kiama,AU,2022-05-07 16:18:17,-34.6833,150.8667,58.37,57,0,15.99
506,Ayan,RU,2022-05-07 16:18:18,56.45,138.1667,35.1,74,33,11.86
507,Vyazemskiy,RU,2022-05-07 16:18:18,47.5378,134.7525,38.28,59,100,4.7
508,Viedma,AR,2022-05-07 16:18:19,-40.8135,-62.9967,73.89,29,22,19.93
509,Tibiao,PH,2022-05-07 16:18:19,11.2915,122.0354,82.38,76,12,7.34
510,Kiruna,SE,2022-05-07 16:18:20,67.8557,20.2251,34.72,55,20,14.97
511,Neiafu,TO,2022-05-07 16:18:20,-18.65,-173.9833,75.6,86,77,10.87
512,Beloha,MG,2022-05-07 16:18:21,-25.1667,45.05,70.03,90,41,4.23
513,Sahbuz,AZ,2022-05-07 16:18:21,39.4072,45.5739,55.0,63,61,3.31
514,Tezu,IN,2022-05-07 16:18:22,27.9167,96.1667,76.3,72,51,3.94
515,Dalnegorsk,RU,2022-05-07 16:18:22,44.5604,135.5701,41.29,56,62,9.37
516,San Juan,AR,2022-05-07 16:18:23,-31.5375,-68.5364,74.21,25,41,7.11
517,Dunedin,NZ,2022-05-07 16:18:23,-45.8742,170.5036,61.81,57,100,5.73
518,Tchollire,CM,2022-05-07 16:18:24,8.4022,14.1698,97.52,30,99,8.63
519,Owerri,NG,2022-05-07 16:18:24,5.4833,7.0304,85.21,69,100,4.14
520,Quelimane,MZ,2022-05-07 16:18:25,-17.8786,36.8883,69.78,81,5,4.05
521,Kloulklubed,PW,2022-05-07 16:18:25,7.0419,134.2556,77.5,78,100,16.2
522,Lorengau,PG,2022-05-07 16:18:26,-2.0226,147.2712,82.47,81,88,14.14
523,Vila Velha,BR,2022-05-07 16:18:26,-20.3297,-40.2925,80.55,57,0,18.41
524,Henties Bay,NA,2022-05-07 16:18:27,-22.116,14.2845,59.56,83,0,17.81
525,Ayolas,PY,2022-05-07 16:18:27,-27.4,-56.9,70.52,56,81,4.5
526,Berezovka,BY,2022-05-07 16:18:28,53.7214,25.4993,57.79,73,56,4.54
527,Marevo,RU,2022-05-07 16:18:28,57.3146,32.0804,54.37,76,90,9.35
528,Tetouan,MA,2022-05-07 16:18:29,35.5711,-5.3724,68.77,73,0,8.05
529,Nizwa,OM,2022-05-07 16:18:29,22.9333,57.5333,90.01,18,0,4.81
530,Onokhino,RU,2022-05-07 16:18:30,56.925,65.5394,50.58,55,59,8.21
531,Limbang,MY,2022-05-07 16:18:30,4.75,115.0,78.91,98,100,1.81
532,Minyar,RU,2022-05-07 16:18:31,55.0709,57.5485,44.06,68,35,3.53
533,Komsomolskiy,UZ,2022-05-07 16:18:31,40.4272,71.7189,75.92,35,0,4.61
534,Ratne,UA,2022-05-07 16:18:32,51.6683,24.5303,61.63,62,55,8.1
535,Balaipungut,ID,2022-05-07 16:18:32,1.05,101.2833,74.35,95,100,3.2
536,Trincomalee,LK,2022-05-07 16:14:45,8.5711,81.2335,80.15,66,100,6.33
537,Sao Fidelis,BR,2022-05-07 16:16:02,-21.6461,-41.7469,80.55,59,86,1.95
538,Trikala,GR,2022-05-07 16:18:33,39.5553,21.7675,65.98,53,26,9.6
539,Noumea,NC,2022-05-07 16:18:33,-22.2763,166.4572,75.99,99,78,10.11
540,Uyovu,TZ,2022-05-07 16:18:08,-3.2833,31.5258,70.03,76,100,4.38
541,Namikupa,TZ,2022-05-07 16:18:34,-10.8333,39.6,71.13,95,63,3.87
542,Gamba,GA,2022-05-07 16:18:35,-2.65,10.0,79.75,78,100,3.8
543,Pakxe,LA,2022-05-07 16:18:35,15.1167,105.7833,79.45,78,99,2.84
544,De Aar,ZA,2022-05-07 16:18:36,-30.6497,24.0123,58.75,54,78,5.28
545,Owando,CG,2022-05-07 16:18:36,-0.4819,15.8999,76.96,89,100,4.99
546,Gisenyi,RW,2022-05-07 16:18:37,-1.7028,29.2564,66.87,88,87,1.01
547,Catio,GW,2022-05-07 16:18:37,11.2833,-15.25,89.13,42,0,12.3
548,Cayenne,GF,2022-05-07 16:18:37,4.9333,-52.3333,80.1,1,75,8.05
549,Arcata,US,2022-05-07 16:18:38,40.8665,-124.0828,52.93,72,100,7.0
550,Marmaris,TR,2022-05-07 16:18:38,36.855,28.2742,71.11,50,1,3.65
551,Sassandra,CI,2022-05-07 16:18:39,4.95,-6.0833,85.26,66,99,8.7
552,Asbestos,CA,2022-05-07 16:18:39,45.7668,-71.9324,51.76,34,9,9.71
553,Bam,IR,2022-05-07 16:18:40,29.106,58.357,85.26,21,47,10.67
554,Masvingo,ZW,2022-05-07 16:18:40,-20.0637,30.8277,68.65,47,75,5.14
555,Maturin,VE,2022-05-07 16:18:41,9.75,-63.1767,86.25,56,91,4.07
556,Viseu,PT,2022-05-07 16:16:01,40.661,-7.9097,77.86,25,93,4.79
557,Kutum,SD,2022-05-07 16:18:41,14.2,24.6667,91.94,6,94,9.84
558,Korla,CN,2022-05-07 16:18:42,41.7597,86.1469,79.54,26,55,1.92
559,San Cristobal,VE,2022-05-07 16:18:42,7.7669,-72.225,78.98,78,100,4.97
560,Ouadda,CF,2022-05-07 16:18:43,8.0777,22.4007,80.67,58,100,6.13
561,Khani,GE,2022-05-07 16:18:43,41.9563,42.9566,45.97,99,100,2.28
562,Raychikhinsk,RU,2022-05-07 16:18:44,49.7838,129.4121,37.18,61,0,8.05
563,Port-Gentil,GA,2022-05-07 16:14:20,-0.7193,8.7815,82.36,78,75,8.05
564,Tura,IN,2022-05-07 16:18:44,25.5198,90.2201,74.82,74,4,4.21
565,Skelleftea,SE,2022-05-07 16:18:45,64.7507,20.9528,51.01,39,40,21.85
566,Qaqortoq,GL,2022-05-07 16:18:45,60.7167,-46.0333,42.17,65,100,5.32
567,Puerto Baquerizo Moreno,EC,2022-05-07 16:18:46,-0.9,-89.6,77.99,73,40,11.5
568,Mocuba,MZ,2022-05-07 16:18:46,-16.8392,36.9856,70.68,86,16,3.31
569,Malvern,US,2022-05-07 16:18:47,34.3623,-92.813,72.95,66,0,4.97
570,Antakya,TR,2022-05-07 16:18:47,36.2066,36.1572,67.82,62,39,8.46
571,Mangaldai,IN,2022-05-07 16:18:48,26.4333,92.0333,78.98,77,80,3.53
572,Magadan,RU,2022-05-07 16:18:48,59.5667,150.8,31.53,98,100,3.98
573,Tucurui,BR,2022-05-07 16:18:49,-3.7661,-49.6725,86.85,66,94,3.83
574,Abu Samrah,SY,2022-05-07 16:18:49,35.3029,37.1841,63.43,42,18,19.13
575,San Quintin,MX,2022-05-07 16:18:50,30.4833,-115.95,64.15,73,44,9.31
576,Singarayakonda,IN,2022-05-07 16:18:50,15.25,80.0333,85.17,76,72,4.07
577,Watsa,CD,2022-05-07 16:18:50,3.0372,29.5355,68.59,86,90,1.72
578,Oksfjord,NO,2022-05-07 16:18:51,70.2396,22.3479,37.99,98,99,45.68
579,Ariquemes,BR,2022-05-07 16:18:51,-9.9133,-63.0408,86.38,51,14,6.15
580,Balkhash,KZ,2022-05-07 16:18:52,46.844,74.9804,66.25,54,64,22.91
581,Alyangula,AU,2022-05-07 16:18:52,-13.8483,136.4192,79.41,74,59,13.6
582,Kamenka,RU,2022-05-07 16:18:53,51.3223,42.7678,50.72,52,5,6.6
583,Havre-Saint-Pierre,CA,2022-05-07 16:18:53,50.2334,-63.5986,44.96,26,0,16.11
584,Asfi,MA,2022-05-07 16:18:54,32.2994,-9.2372,73.83,55,18,23.4
585,Ornskoldsvik,SE,2022-05-07 16:17:43,63.2909,18.7153,49.15,37,40,19.57
586,Princeton,US,2022-05-07 16:18:54,25.5384,-80.4089,93.02,57,40,13.8
587,Camp Verde,US,2022-05-07 16:16:31,34.5636,-111.8543,82.27,13,15,10.71
588,Orangeburg,US,2022-05-07 16:18:55,33.4918,-80.8557,73.94,63,100,14.97
589,Forest Grove,US,2022-05-07 16:18:55,45.5198,-123.1107,49.3,81,100,4.61
590,Emerald,AU,2022-05-07 16:18:56,-23.5333,148.1667,58.33,68,88,15.97
591,Vardo,NO,2022-05-07 16:18:56,70.3705,31.1107,40.55,73,21,17.98
592,Camabatela,AO,2022-05-07 16:18:57,-8.1881,15.375,68.31,82,95,2.51
593,Aguimes,ES,2022-05-07 16:18:57,27.9054,-15.4461,71.65,68,20,29.93
594,Zaoyang,CN,2022-05-07 16:18:58,32.1272,112.7542,62.19,67,26,9.28
